Unnamed: 0,file_name,ground_truth,StutterType
6358,7859-102518-0029,most of its population were massacred,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6359,7859-102518-0030,and was beginning to fail in health he could do nothing emesa and heliopolis were sacked before his eyes and after an inglorious campaign he hurried to jerusalem,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6360,7859-102518-0031,took the true cross from its sanctuary where he had replaced it in triumph five years before and retired to constantinople,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6361,7859-102518-0032,hardly had he reached it when the news arrived that his discontented and demoralized troops had proclaimed a rebel emperor though the enemy was before them,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6362,7859-102518-0033,and the aged omar came over the desert proud to take possession of the city which mahomet had reckoned the holiest site on earth save mecca alone the patriarch sophronius was commanded to guide the conqueror around the city,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6363,7859-102518-0034,and when he saw the rude arab standing by the altar of the church of the holy sepulchre cried aloud now is the abomination of desolation which was spoken of by daniel the prophet truly in the holy place,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6364,7859-102521-0000,the iconoclasts,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6365,7859-102521-0001,it would have been well for his reputation in history unhappily for himself though happily enough for the east roman realm he survived yet twenty years to carry through a series of measures which were in his eyes not less important than the repulse of the moslems from his capital,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6366,7859-102521-0002,historians have given to the scheme of reform which he took in hand the name of the iconoclastic movement because of the opposition to the worship of images which formed one of the most prominent features of his action,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6367,7859-102521-0003,for the last hundred years the empire had been declining in culture and civilization literature and art seemed likely to perish in the never ending clash of arms the old roman jurisprudence was being forgotten,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6368,7859-102521-0004,the race of educated civil servants was showing signs of extinction the governors of provinces were now without exception rough soldiers not members of that old bureaucracy whose roman traditions had so long kept the empire together,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6369,7859-102521-0005,not least among the signs of a decaying civilization were the gross superstitions which had grown up of late in the religious world,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6370,7859-102521-0006,unnoticed and unguarded against by theologians who devoted all their energies to the barren monothelite and monophysite controversies image worship and relic worship in particular had developed with strange rapidity and assumed the shape of mere fetishism,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6371,7859-102521-0007,slavs and bulgarians all of whom he beat back with great slaughter on the numerous occasions when they invaded the empire but in the minds both of constantine himself and of his contemporaries his dealings with things religious were the main feature of his reign,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6372,7859-102521-0008,and shortly afterwards begun to close monasteries wholesale we are told that he compelled many of their inmates to marry by force of threats others were exiled to cyprus by the hundred not a few were flogged and imprisoned,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6373,7859-102521-0009,these unwise measures had the natural effect the monks were everywhere regarded as martyrs and the image worship which they supported grew more than ever popular with the masses while still in the full vigour of his persecuting enthusiasm,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6374,7859-102521-0010,while the empress dowager irene became sole regent and her name was associated with that of her son in all acts of state,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6375,7859-102521-0011,but in his twenty second year he rebelled against his mother's dictation and took his place at the helm of the state irene had actually striven to oppose him by armed force but he pardoned her and after secluding her for a short time,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6376,7859-102521-0012,restored her to her former dignity the unnatural mother was far from acquiescing in her son's elevation,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6377,7859-102521-0013,seized the young emperor blinded him and immured him in a monastery before any of his adherents were able to come to his aid,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6378,7859-102521-0014,her grand treasurer having gained over some of the eunuchs and other courtiers about her person,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6379,7859-102521-0015,the iconoclastic controversy had prepared the way for it while the fact that a woman sat on the imperial throne served as a good excuse for the pope's action leo declared that a female reign was an anomaly and an abomination,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6380,7859-102521-0016,and took upon himself the onus of ending it so far as italy was concerned by creating a new emperor of the west,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6381,7859-102521-0017,there was of course no legality in the act and karl the great was in no real sense the successor of honorius and romulus augustulus but he ruled a group of kingdoms which embraced the larger half of the old western empire and formed a fair equipoise to the realm now ruled by irene from eight hundred then onward we have once more a west roman empire in existence as well as the east roman,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6382,2836-5355-0000,settling the logs to his apparent satisfaction to speak and act let there be plain truth between us at this interview if there never has been before i don't understand you naked truth unglossed over,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6383,2836-5355-0001,she pursued bending her eyes determinately upon him it must be with all my heart returned sir francis it is you who have thrown out the challenge mind,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6384,2836-5355-0002,when you left in july you gave me a sacred promise to come back in time for our marriage you know what i mean when i say in time but of course i meant to do so when i gave the promise he interrupted but no sooner had i set my foot in london,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6385,2836-5355-0003,than i found myself overwhelmed with business and away from it i could not get even now i can only remain with you a couple of days for i must hasten back to town you are breaking faith already she said after hearing him calmly to the end,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6386,2836-5355-0004,your words are not words of truth but of deceit you did not intend to be back in time for the marriage,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6387,2836-5355-0005,what fancies you do take up uttered francis levison some time subsequent to your departure she quietly went on one of the maids was setting to rights the clothes in your dressing closet and she brought me a letter she found in one of the pockets,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6388,2836-5355-0006,i saw by the date that it was one of those two which you received on the morning of your departure it contained the information that the divorce was pronounced she spoke so quietly so apparently without feeling or passion that sir francis was agreeably astonished,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6389,2836-5355-0007,he should have less trouble in throwing off the mask but he was an ill tempered man and to hear that the letter had been found to have the falseness of his fine protestations and promises laid bare did not improve his temper now lady isabel continued,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6390,2836-5355-0008,it would have been better to have undeceived me then to have told me that the hopes i was cherishing for the sake of the unborn child were worse than vain i did not judge so he replied the excited state you then appeared to be in,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6391,2836-5355-0009,would have precluded your listening to any sort of reason her heart beat a little quicker but she stilled it you deem that it was not in reason that i should aspire to be the wife of sir francis levison he rose and began kicking at the logs with the heel of his boot this time,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6392,2836-5355-0010,well isabel you must be aware that it is an awful sacrifice for a man in my position to marry a divorced woman the hectic flushed into her thin cheeks but her voice sounded calm as before,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6393,2836-5355-0011,when i expected or wished for the sacrifice it was not for my own sake i told you so then but it was not made and the child's inheritance is that of sin and shame there he lies sir francis half turned to where she pointed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6394,2836-5355-0012,and saw an infant's cradle by the side of the bed he did not take the trouble to look at it i am the representative now of an ancient and respected baronetcy he resumed in a tone as of apology for his previous heartless words,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6395,2836-5355-0013,and to make you my wife would so offend all my family that stay interrupted lady isabel you need not trouble yourself to find needless excuses had you taken this journey for the purpose of making me your wife were you to propose to do so this day,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6396,2836-5355-0014,and bring a clergyman into the room to perform the ceremony it would be futile the injury to the child can never be repaired and for myself i cannot imagine any fate in life worse than being compelled to pass it with you,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6397,2836-5355-0015,if you have taken this aversion to me it cannot be helped he coldly said inwardly congratulating himself let us not doubt at being spared the work of trouble he had anticipated you made commotion enough once about me making you reparation,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6398,2836-5355-0016,she shook her head all the reparation in your power to make all the reparation that the whole world can invent could not undo my sin it and the effects must lie upon me forever oh sin was the derisive exclamation,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6399,2836-5355-0017,you ladies should think of that beforehand yes she sadly answered may heaven help all to do so who may be tempted as i was if you mean that as a reproach to me it's rather out of place chafed sir francis,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6400,2836-5355-0018,whose fits of ill temper were under no control and who never when in them cared what he said to outrage the feelings of another the temptation to sin as you call it lay not in my persuasions half so much as in your jealous anger toward your husband,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6401,2836-5355-0019,quite true was her reply and i believe you were on the wrong scent isabel if it will be any satisfaction to you to hear it since we are mutually on this complimentary discourse it is of no consequence to smooth over facts,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6402,2836-5355-0020,i do not understand what you would imply she said drawing her shawl round her with a fresh shiver how on the wrong scent with regard to your husband and that hare girl you were blindly outrageously jealous of him go on,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6403,2836-5355-0021,and i say i think you are on the wrong scent i do not believe mister carlyle ever thought of the girl in that way what do you mean she gasped they had a secret between them not of love a secret of business and those interviews they had together,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6404,2836-5355-0022,her dancing attendance upon him perpetually related to that and that alone her face was more flushed than it had been throughout the interview he spoke quietly now quite in an equal tone of reasoning it was his way when the ill temper was upon him,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6405,2836-5355-0023,and the calmer he spoke the more cutting were his words he need not have told her this what was the secret she inquired in a low tone nay i can't explain all they did not take me into their confidence they did not even take you,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6406,2836-5355-0024,and carlyle was acting in it under the rose for missus hare she could not seek out carlyle herself so she sent the young lady that's all i know how did you know it i had reason to think so,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6407,2836-5355-0025,what reason i must request you to tell me i overheard scraps of their conversation now and then in those meetings and so gathered my information you told a different tale to me sir francis was her remark,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6408,2836-5355-0026,as she turned her indignant eyes toward him sir francis laughed all stratagems are fair in love and war she dared not immediately trust herself to reply and a silence ensued sir francis broke it pointing with his left thumb,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6409,2836-5355-0027,over his shoulder in the direction of the cradle what have you named that young article there the name which ought to have been his by inheritance,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6410,2836-5355-0028,was her icy answer let's see how old is he now he was born on the last day of august sir francis threw up his arms and stretched himself as if a fit of idleness had overtaken him then advanced to the cradle and pulled down the clothes,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6411,2836-5355-0029,who is he like isabel my handsome self were he like you in spirit i would pray that he might die ere he could speak or think she burst forth and then remembering the resolution marked out for herself subsided,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6412,2836-5355-0030,outwardly into calmness again what else retorted sir francis you know my disposition pretty well by this time isabel and may be sure that if you deal out small change to me,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6413,2836-5355-0031,she made no reply sir francis put the clothes back over the sleeping child returned to the fire and stood a few moments with his back to it is my room prepared for me do you know he presently asked no it is not she quietly rejoined,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6414,2836-5355-0032,these apartments are mine now they have been transferred into my name and they can never again afford you accommodation will you be so obliging i am not strong as to hand me that writing case sir francis walked to the table she indicated,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
6415,2836-5355-0033,which was at the far end of the great barn of a room and taking the writing case from it gave it to her she reached her keys from the stand at her elbow unlocked the case and took from it some bank notes,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
